#========================================================================
#                 Resonance data for s-wave resonances 
#                 Associated with the Target not the compound
#                 Wauhab determines correct compound
# Z El  A   Io     Bn        D0        dD      S0    dS    Gg    dG   Com.
#                 [MeV]     [keV]     [keV]  [1E-4][1E-4][meV] [meV]  &Ref
#========================================================================
 22 Ti  49  3.5  10.939  4.00E+00  8.00E-01   3.00  0.50   810   240  96I 
 22 Ti  50  0.    6.372  2.49E+01  1.60E+00   0.00  0.00    -1    -1  *06M
 23 V   50  6.   11.051  2.00E+00  1.00E-01   4.50  0.80   600   200  06M 
 23 V   51  3.5   7.311  4.00E+00  6.00E-01   7.10  1.50  1500   300  96I 
 24 Cr  50  0.    9.261  1.25E+01  1.20E+00   3.80  0.40  1100   400  07I 
 24 Cr  52  0.    7.939  3.20E+01  3.50E+00   3.30  0.50  2000   500  07I 
 24 Cr  53  1.5   9.719  6.70E+00  6.00E-01   5.10  1.00  1400   500  07I 
 24 Cr  54  0.    6.246  5.00E+01  8.00E+00   2.30  0.70  1500   500  07I 
 25 Mn  55  2.5   7.270  2.30E+00  4.00E-01   4.40  0.60   750   150  96I 
 26 Fe  54  0.    9.298  2.05E+01  1.40E+00   6.60  1.00  1600   700  04I 
 26 Fe  56  0.    7.646  2.54E+01  2.20E+00   2.30  0.60   920   410  90P 
 26 Fe  57  0.5  10.044  7.05E+00  7.00E-01   5.00  0.70  1850   500  06M 
 26 Fe  58  0.    6.581  2.16E+01  2.60E+00   3.65  1.25  1130   110  06M 
 27 Co  59  3.5   7.492  1.45E+00  1.50E-01   3.50  0.50   540    50  07I 
 28 Ni  58  0.    8.999  1.34E+01  9.00E-01   3.20  0.60  2030   800  04I 
 28 Ni  59  1.5  11.388  2.00E+00  7.00E-01   3.60  1.10  2200   700  96I 
 28 Ni  60  0.    7.820  1.38E+01  9.00E-01   2.40  0.50  1120   200  08L 
 28 Ni  61  1.5  10.596  2.10E+00  1.50E-01   2.75  0.55  2000   500  96I 
 28 Ni  62  0.    6.838  1.60E+01  3.00E+00   2.70  0.60   910   270  96I 
 28 Ni  64  0.    6.098  2.36E+01  3.00E+00   3.00  0.80  1400   700  07I 
 29 Cu  63  1.5   7.916  7.00E-01  9.00E-02   2.10  0.30   490    30  07I 
 29 Cu  65  1.5   7.067  1.30E+00  1.10E-01   2.20  0.30   385    20  96I 
 30 Zn  64  0.    7.979  2.30E+00  3.00E-01   1.80  0.30   726    60  04I 
 30 Zn  66  0.    7.052  4.62E+00  5.50E-01   2.06  0.36   390    60  81G 
 30 Zn  67  2.5  10.198  3.70E-01  2.00E-02   1.98  0.28   440    60  06M 
 30 Zn  68  0.    6.482  5.56E+00  4.30E-01   2.01  0.34   320    40  82G 
 30 Zn  70  0.    5.834  6.52E+00  4.20E-01   1.00  0.15   170    30  04I 
 31 Ga  69  1.5   7.654  3.16E-01  4.10E-02   1.40  0.50   266    20  06M 
 31 Ga  71  1.5   6.520  3.80E-01  6.00E-02   1.40  0.40   230    20  96I 
 32 Ge  70  0.    7.416  1.17E+00  2.30E-01   2.10  0.70   185    50  06M 
 32 Ge  72  0.    6.782  1.50E+00  3.00E-01   1.50  0.40   162    50  96I 
 32 Ge  73  4.5  10.196  6.20E-02  1.50E-02   2.00  0.40   195    45  96I 
 32 Ge  74  0.    6.505  3.00E+00  1.00E+00   1.50  0.40   195    60  96I 
 32 Ge  76  0.    6.072  4.50E+00  1.00E+00   1.60  0.50   115    35  96I 
 33 As  75  1.5   7.328  9.00E-02  8.00E-03   1.60  0.20   300    90  07I 
 34 Se  74  0.    8.028  3.40E-01  8.00E-02   3.00  0.70   280    80  96I 
 34 Se  76  0.    7.419  6.50E-01  1.00E-01   1.80  0.60   230    60  07I 
 34 Se  77  0.5  10.498  1.20E-01  1.50E-02   1.20  0.20   390    60  07I 
 34 Se  78  0.    6.963  1.50E+00  3.00E-01   1.30  0.40   230    60  07I 
 34 Se  80  0.    6.701  2.40E+00  8.00E-01   1.80  0.40   230    70  07I 
 34 Se  82  0.    5.818  5.00E+00  2.50E+00   0.00  0.00    -1    -1  96I 
 35 Br  79  1.5   7.892  4.70E-02  5.00E-03   1.40  0.15   300    50  96I 
 35 Br  81  1.5   7.593  1.00E-01  1.50E-02   0.88  0.12   300    50  96I 
 36 Kr  78  0.    8.334  2.50E-01  8.00E-02   0.00  0.00    -1    -1  96I 
 36 Kr  80  0.    7.873  2.80E-01  8.00E-02   1.60  0.80   230    60  96I 
 36 Kr  83  4.5  10.521  2.00E-01  1.00E-01   0.00  0.00   210   100  96I 
 36 Kr  84  0.    7.121  4.00E+00  4.00E-01   1.33  0.25   160    30  07I 
 36 Kr  86  0.    5.515  2.90E+01  1.50E+00   0.70  0.20   153    20  07I 
 37 Rb  85  2.5   8.650  1.72E-01  8.00E-03   1.03  0.15   250    10  06M 
 37 Rb  87  1.5   6.082  1.63E+00  1.50E-01   1.22  0.15   170    30  07I 
 38 Sr  84  0.    8.530  3.20E-01  1.20E-01   0.80  0.30   240    80  96I 
 38 Sr  86  0.    8.424  2.60E+00  8.00E-01   0.70  0.20   260    80  96I 
 38 Sr  87  4.5  11.112  2.90E-01  8.00E-02   0.34  0.06   150    40  96I 
 38 Sr  88  0.    6.359  2.37E+01  2.90E+00   0.32  0.06   190    50  00K 
 39 Y   89  0.5   6.857  3.70E+00  4.00E-01   0.33  0.06   130    40  96I 
 40 Zr  90  0.    7.195  6.00E+00  1.40E+00   0.54  0.10   130    20  96I 
 40 Zr  91  2.5   8.635  5.50E-01  1.00E-01   0.43  0.08   140    40  96I 
 40 Zr  92  0.    6.735  3.50E+00  8.00E-01   0.70  0.15   135    25  96I 
 40 Zr  93  2.5   8.221  3.02E-01  7.50E-02   0.43  0.18   157    20  06M 
 40 Zr  94  0.    6.462  4.00E+00  8.00E-01   0.52  0.10    85    20  04I 
 40 Zr  96  0.    5.575  1.30E+01  3.00E+00   0.30  0.15    65    15  04I 
 41 Nb  93  4.5   7.228  9.40E-02  1.00E-02   0.45  0.07   170    10  07I 
 42 Mo  92  0.    8.070  2.70E+00  5.00E-01   0.56  0.07   160    15  96I 
 42 Mo  94  0.    7.369  1.32E+00  1.80E-01   0.44  0.08   135    15  96I 
 42 Mo  95  2.5   9.154  8.10E-02  1.40E-02   0.47  0.17   162    10  06M 
 42 Mo  96  0.    6.821  1.05E+00  2.00E-01   0.62  0.12   100    15  96I 
 42 Mo  97  2.5   8.643  6.00E-02  1.00E-02   0.37  0.07   130    20  07I 
 42 Mo  98  0.    5.925  1.00E+00  2.00E-01   0.48  0.09    85    10  96I 
 42 Mo 100  0.    5.398  6.20E-01  1.00E-01   0.70  0.10    65     5  07I 
 43 Tc  99  4.5   6.764  1.40E-02  1.20E-03   0.50  0.06   140    15  04I 
 44 Ru  99  2.5   9.673  2.50E-02  4.00E-03   0.67  0.12   195    20  96I 
 44 Ru 100  0.    6.802  3.45E-01  6.00E-02   0.00  0.00    -1    -1  04I 
 44 Ru 101  2.5   9.219  1.80E-02  3.00E-03   0.56  0.05   180    15  96I 
 44 Ru 102  0.    6.332  2.80E-01  5.00E-02   0.56  0.10   100    15  04I 
 44 Ru 104  0.    5.910  3.20E-01  6.50E-02   0.00  0.00   100    14  04I 
 45 Rh 103  0.5   6.999  3.20E-02  4.00E-03   0.47  0.06   160    10  96I 
 46 Pd 104  0.    7.094  3.00E-01  6.00E-02   0.50  0.10   150    20  04I 
 46 Pd 105  2.5   9.561  1.03E-02  5.00E-04   0.60  0.10   150    10  96I 
 46 Pd 106  0.    6.536  2.17E-01  6.00E-02   0.60  0.30    -1    -1  04I 
 46 Pd 107  2.5   9.228  1.10E-02  8.00E-04   0.80  0.10   125    25  04I 
 46 Pd 108  0.    6.154  1.82E-01  3.30E-02   0.90  0.40    80     8  98C 
 46 Pd 110  0.    5.726  2.75E-01  8.00E-02   0.25  0.15    60    10  02S 
 47 Ag 107  0.5   7.271  2.80E-02  2.00E-03   0.46  0.06   140    10  04I 
 47 Ag 109  0.5   6.809  1.80E-02  1.00E-03   0.66  0.07   130    15  04I 
 48 Cd 106  0.    7.924  1.65E-01  3.50E-02   1.00  0.35   155    15  04I 
 48 Cd 108  0.    7.327  1.20E-01  3.00E-02   1.00  0.40   105    10  04I 
 48 Cd 110  0.    6.976  1.55E-01  2.00E-02   0.45  0.08    71     6  04I 
 48 Cd 111  0.5   9.394  2.70E-02  2.00E-03   0.43  0.07   106    15  06M 
 48 Cd 112  0.    6.540  1.90E-01  2.50E-02   0.55  0.10    77     5  04I 
 48 Cd 113  0.5   9.043  2.48E-02  2.60E-03   0.32  0.06    98    10  94F 
 48 Cd 114  0.    6.141  2.10E-01  2.00E-02   0.64  0.10    54     4  04I 
 48 Cd 116  0.    5.777  7.04E-01  2.70E-01   0.18  0.10    50     5  06M 
 49 In 113  4.5   7.274  1.07E-02  8.00E-04   0.37  0.08    75     5  06M 
 49 In 115  4.5   6.785  9.50E-03  5.00E-04   0.26  0.06    77     4  96I 
 50 Sn 112  0.    7.743  1.58E-01  4.70E-02   0.42  0.24   110    20  06M 
 50 Sn 114  0.    7.546  2.86E-01  1.10E-01   0.20  0.10    -1    -1  06M 
 50 Sn 116  0.    6.943  4.50E-01  5.00E-02   0.25  0.05    52     5  00I 
 50 Sn 117  0.5   9.327  6.10E-02  7.00E-03   0.15  0.04   117    20  06M 
 50 Sn 118  0.    6.484  7.00E-01  1.50E-02   0.46  0.21    45     7  06M 
 50 Sn 119  0.5   9.108  9.00E-02  2.00E-02   0.10  0.03   100    16  06M 
 50 Sn 120  0.    6.170  1.25E+00  2.00E-01   0.10  0.03    40     5  00I 
 50 Sn 122  0.    5.946  2.96E+00  1.50E-01   0.13  0.02    -1    -1  06M 
 50 Sn 124  0.    5.733  5.00E+00  1.00E+00   0.15  0.04    -1    -1  00I 
 51 Sb 121  2.5   6.807  1.30E-02  2.00E-03   0.32  0.06   100    20  96I 
 51 Sb 123  3.5   6.468  2.40E-02  3.00E-03   0.25  0.05   100    20  96I 
 52 Te 122  0.    6.929  1.46E-01  1.40E-02   1.22  0.30    74     4  06M 
 52 Te 123  0.5   9.424  2.51E-02  2.80E-03   0.90  0.21   121    10  06M 
 52 Te 124  0.    6.569  2.20E-01  3.00E-02   0.70  0.10    59    10  07I 
 52 Te 125  0.5   9.113  4.30E-02  3.00E-03   0.52  0.07   106     6  06M 
 52 Te 126  0.    6.287  6.40E-01  1.70E-01   0.28  0.10    53    15  06M 
 52 Te 128  0.    6.082  1.51E+00  3.70E-01   0.26  0.15    35     5  06M 
 52 Te 130  0.    5.929  1.50E+00  5.00E-01   0.00  0.00    -1    -1  96I 
 53 I  127  2.5   6.826  1.50E-02  2.00E-03   0.80  0.20   110    10  00I 
 53 I  129  3.5   6.463  2.00E-02  3.00E-03   0.35  0.05    87     7  07I 
 54 Xe 128  0.    6.908  2.50E-01  1.00E-01   0.85  0.25    -1    -1  96I 
 54 Xe 129  0.5   9.256  3.80E-02  5.00E-03   1.00  0.20   120    20  96I 
 54 Xe 130  0.    6.605  1.74E-01  2.80E-02   1.40  0.50    -1    -1  06M 
 54 Xe 131  1.5   8.935  4.90E-02  8.00E-03   0.87  0.15   114    20  00I 
 54 Xe 132  0.    6.440  7.50E-01  2.30E-01   0.00  0.00    -1    -1  96I 
 54 Xe 134  0.    6.383  8.00E-01  4.00E-01   0.00  0.00    -1    -1  00I 
 54 Xe 136  0.    4.025  2.88E+01  2.70E+00   0.00  0.00    -1    -1  *07I
 55 Cs 133  3.5   6.891  2.10E-02  2.00E-03   0.66  0.10   120    10  96I 
 55 Cs 134  4.    8.828  1.60E-02  3.00E-03   0.54  0.16   160    40  96I 
 55 Cs 135  3.5   6.829  5.10E-02  2.60E-02   0.00  0.00   135    30  97I 
 56 Ba 130  0.    7.494  5.80E-02  1.00E-02   1.60  0.30   100    30  97I 
 56 Ba 132  0.    7.190  1.10E-01  3.50E-02   0.00  0.00    -1    -1  97I 
 56 Ba 133  0.5   9.468  2.00E-02  8.00E-03   0.00  0.00    -1    -1  07I 
 56 Ba 134  0.    6.973  3.71E-01  3.60E-02   1.40  0.40    78     8  96K 
 56 Ba 135  1.5   9.108  4.00E-02  6.00E-03   1.10  0.30   135    25  97I 
 56 Ba 136  0.    6.906  1.21E+00  1.19E-01   0.86  0.23    86     8  96K 
 56 Ba 137  1.5   8.611  3.50E-01  5.00E-02   0.55  0.15    80    10  07I 
 56 Ba 138  0.    4.723  1.87E+01  2.90E+00   0.66  0.28    55    20  94B 
 57 La 138  5.    8.778  3.20E-02  6.00E-03   1.20  0.40    95    25  96I 
 57 La 139  3.5   5.161  2.20E-01  2.00E-02   0.60  0.10    55     2  96I 
 58 Ce 136  0.    7.482  6.00E-02  2.00E-02   2.30  0.60    -1    -1  96I 
 58 Ce 140  0.    5.428  3.10E+00  5.00E-01   1.20  0.30    35     9  96I 
 58 Ce 141  3.5   7.170  6.50E-02  2.00E-02   1.10  0.30    -1    -1  00I 
 58 Ce 142  0.    5.145  1.10E+00  3.00E-01   3.40  0.50    -1    -1  96I 
 59 Pr 141  2.5   5.843  1.10E-01  2.00E-02   1.70  0.30    88     9  96I 
 60 Nd 142  0.    6.123  1.03E+00  1.35E-01   1.45  0.49    67     8  06M 
 60 Nd 143  3.5   7.817  3.80E-02  2.00E-03   3.70  0.40    86     9  06M 
 60 Nd 144  0.    5.755  4.50E-01  5.00E-02   5.10  0.90    47     5  96I 
 60 Nd 145  3.5   7.565  1.70E-02  2.00E-03   3.20  0.40    58     7  04I 
 60 Nd 146  0.    5.292  3.40E-01  5.00E-02   3.80  0.60    55     8  04I 
 60 Nd 147  2.5   7.333  4.00E-03  1.50E-03   0.00  0.00    -1    -1  04I 
 60 Nd 148  0.    5.039  1.55E-01  2.00E-02   3.70  0.50    40     5  04I 
 60 Nd 150  0.    5.335  1.65E-01  1.50E-02   2.90  0.50    67    25  04I 
 61 Pm 147  3.5   5.895  5.20E-03  1.20E-03   3.10  0.40    69     5  96I 
 62 Sm 144  0.    6.757  7.70E-01  4.50E-02   3.50  0.90    74     5  06M 
 62 Sm 147  3.5   8.142  5.70E-03  5.00E-04   4.80  0.50    69     4  97I 
 62 Sm 148  0.    5.871  6.50E-02  2.00E-02   3.80  0.80    44     4  06M 
 62 Sm 149  3.5   7.987  2.40E-03  2.00E-04   5.90  0.50    62     4  04I 
 62 Sm 150  0.    5.597  4.60E-02  8.00E-03   3.50  0.60    60     5  04I 
 62 Sm 151  2.5   8.258  1.40E-03  1.50E-04   3.80  0.50    95     5  04I 
 62 Sm 152  0.    5.868  4.60E-02  3.00E-03   2.20  0.30    60     5  06M 
 62 Sm 154  0.    5.807  1.14E-01  1.50E-02   1.90  0.40    79    13  04I 
 63 Eu 151  2.5   6.307  7.30E-04  7.00E-05   3.20  0.40    92    12  97I 
 63 Eu 152  3.    8.550  5.60E-04  2.00E-04   0.00  0.00   160    25  97I 
 63 Eu 153  2.5   6.442  1.10E-03  2.00E-04   2.20  0.30    95    12  97I 
 63 Eu 154  3.    8.151  9.20E-04  1.20E-04   0.00  0.00   135    25  97I 
 63 Eu 155  2.5   6.340  4.30E-03  1.50E-03   1.90  0.90    96    18  97I 
 64 Gd 152  0.    6.243  1.40E-02  3.00E-03   3.80  0.60    54     5  97I 
 64 Gd 153  1.5   8.895  3.00E-03  6.00E-04   1.30  0.60    65     8  06M 
 64 Gd 154  0.    6.435  1.45E-02  1.50E-03   2.00  0.40    75     6  97I 
 64 Gd 155  1.5   8.536  1.70E-03  2.00E-04   2.00  0.30   108    10  97I 
 64 Gd 156  0.    6.360  3.00E-02  6.00E-03   1.90  0.40    88    12  00I 
 64 Gd 157  1.5   7.937  4.90E-03  5.00E-04   2.20  0.40    97    10  97I 
 64 Gd 158  0.    5.943  8.20E-02  6.00E-03   1.50  0.20   105    10  97I 
 64 Gd 160  0.    5.634  1.80E-01  2.00E-02   1.60  0.20   111    15  00I 
 65 Tb 159  1.5   6.475  3.82E-03  2.40E-03   1.55  0.20    97     7  06M 
 66 Dy 156  0.    6.969  2.80E-03  6.00E-04   1.90  0.40    -1    -1  00I 
 66 Dy 158  0.    6.833  2.20E-02  1.10E-02   0.00  0.00    -1    -1  97I 
 66 Dy 160  0.    6.454  2.70E-02  5.00E-03   2.00  0.40   108    10  96I 
 66 Dy 161  2.5   8.197  2.40E-03  2.00E-04   1.80  0.15   112    10  96I 
 66 Dy 162  0.    6.271  6.20E-02  5.00E-03   1.90  0.20   112    20  96I 
 66 Dy 163  2.5   7.658  6.80E-03  6.00E-04   2.00  0.20   113    13  96I 
 66 Dy 164  0.    5.716  1.50E-01  1.00E-02   1.80  0.30   114    14  96I 
 67 Ho 165  3.5   6.243  4.20E-03  5.00E-04   1.90  0.20    77     5  96F 
 68 Er 162  0.    6.903  6.90E-03  1.20E-03   2.00  0.50    -1    -1  06M 
 68 Er 164  0.    6.650  2.10E-02  4.00E-03   1.50  0.30    -1    -1  97I 
 68 Er 166  0.    6.436  3.80E-02  3.00E-03   1.70  0.20    92     8  97I 
 68 Er 167  3.5   7.771  4.20E-03  3.00E-04   2.00  0.20    88     5  97I 
 68 Er 168  0.    6.003  1.00E-01  1.00E-02   1.50  0.20    85    10  97I 
 68 Er 170  0.    5.682  1.47E-01  2.00E-02   1.50  0.20    -1    -1  97I 
 69 Tm 169  0.5   6.592  8.50E-03  7.00E-04   1.50  0.20    97    10  97I 
 69 Tm 170  1.    7.486  3.90E-03  1.00E-03   1.40  0.30   122    20  97I 
 70 Yb 168  0.    6.867  8.00E-03  3.00E-03   0.00  0.00    65    15  97I 
 70 Yb 169  3.5   8.470  1.60E-03  4.00E-04   1.70  0.40    80    25  97I 
 70 Yb 170  0.    6.614  3.50E-02  6.00E-03   1.50  0.30    70    10  97I 
 70 Yb 171  0.5   8.020  6.90E-03  5.00E-04   1.90  0.20    75     5  0I7 
 70 Yb 172  0.    6.367  7.60E-02  5.00E-03   1.74  0.27    77    10  0I7 
 70 Yb 173  2.5   7.464  7.50E-03  5.00E-04   1.50  0.15    74     5  0I7 
 70 Yb 174  0.    5.822  1.92E-01  1.80E-02   1.40  0.20    83    12  0I7 
 70 Yb 176  0.    5.566  2.40E-01  2.00E-02   2.40  0.50    -1    -1  06M 
 71 Lu 175  3.5   6.289  3.45E-03  1.50E-04   1.82  0.12    77     5  06M 
 71 Lu 176  7.    7.073  1.61E-03  1.60E-04   1.60  0.20    63    14  06M 
 72 Hf 174  0.    6.709  1.80E-02  5.00E-03   2.80  0.60    -1    -1  97I 
 72 Hf 176  0.    6.383  3.00E-02  7.00E-03   1.70  0.40    60    10  97I 
 72 Hf 177  3.5   7.626  2.40E-03  3.00E-04   2.60  0.30    66     5  97I 
 72 Hf 178  0.    6.099  5.70E-02  6.00E-03   2.10  0.30    54     5  97I 
 72 Hf 179  4.5   7.388  4.60E-03  3.00E-04   2.50  0.40    66     6  97I 
 72 Hf 180  0.    5.695  9.40E-02  1.50E-02   1.90  0.60    50     5  97I 
 73 Ta 180  9.    7.577  1.20E-03  2.00E-04   1.90  0.30    51     3  97I 
 73 Ta 181  3.5   6.063  4.20E-03  3.00E-04   1.70  0.20    57     3  97I 
 73 Ta 182  3.    6.934  3.50E-03  7.00E-04   0.00  0.00    67     3  97I 
 74 W  180  0.    6.681  2.00E-02  7.00E-03   0.00  0.50    70    15  96I 
 74 W  182  0.    6.191  6.00E-02  6.00E-03   2.30  0.30    55     5  96I 
 74 W  183  0.5   7.412  1.20E-02  1.00E-03   1.90  0.30    77    10  96I 
 74 W  184  0.    5.734  7.50E-02  7.00E-03   2.50  0.40    57     7  04I 
 74 W  186  0.    5.467  9.90E-02  8.00E-03   2.30  0.40    51     7  04I 
 75 Re 185  2.5   6.179  3.10E-03  3.00E-04   2.70  0.30    57     7  96I 
 75 Re 187  2.5   5.872  3.90E-03  3.00E-04   2.50  0.30    61     9  96I 
 76 Os 186  0.    6.290  2.90E-02  2.00E-03   2.80  0.30    74    10  97I 
 76 Os 187  0.5   7.990  5.10E-03  2.00E-04   3.10  0.20    88     8  0I7 
 76 Os 188  0.    5.920  4.70E-02  4.00E-03   2.50  0.30    93     6  0I7 
 76 Os 189  1.5   7.792  3.40E-03  4.00E-04   2.40  0.60    92     5  97I 
 76 Os 190  0.    5.759  7.00E-02  4.00E-02   0.00  0.00    -1    -1  96I 
 76 Os 192  0.    5.583  1.15E-01  6.00E-02   0.00  0.00    -1    -1  96I 
 77 Ir 191  1.5   6.198  2.50E-03  3.00E-04   1.90  0.30    81    11  97I 
 77 Ir 192  4.    7.772  5.00E-04  2.00E-04   2.50  0.80   100    10  0I7 
 77 Ir 193  1.5   6.067  5.80E-03  5.00E-04   1.30  0.30    93    10  97I 
 78 Pt 192  0.    6.256  3.14E-02  1.30E-03   2.00  0.23    60     2  06M 
 78 Pt 194  0.    6.105  8.20E-02  1.00E-02   2.00  0.23    72    13  06M 
 78 Pt 195  0.5   7.922  1.80E-02  3.00E-03   1.80  0.30   120    20  97I 
 78 Pt 196  0.    5.846  3.50E-01  1.00E-01   0.00  0.00   120    20  97I 
 78 Pt 198  0.    5.556  3.40E-01  9.00E-02   1.40  0.60    -1    -1  97I 
 79 Au 197  1.5   6.512  1.55E-02  8.00E-04   1.90  0.12   128     6  00I 
 80 Hg 198  0.    6.664  1.05E-01  3.50E-02   1.30  0.50   120    20  97I 
 80 Hg 199  0.5   8.028  8.00E-02  3.00E-02   2.10  0.60   295    20  97I 
 80 Hg 200  0.    6.230  6.00E-01  1.50E-01   1.60  0.60   450   100  0I7 
 80 Hg 201  1.5   7.754  9.00E-02  3.00E-02   1.20  0.50   400   100  97I 
 81 Tl 203  0.5   6.656  4.70E-01  5.00E-02   1.40  0.30   690    70  0I7 
 81 Tl 205  0.5   6.503  4.00E+00  4.00E-01   1.20  0.40  1100   200  0I7 
 82 Pb 204  0.    6.732  2.10E+00  2.00E-01   1.20  0.20   730    70  05I 
 82 Pb 206  0.    6.738  3.00E+01  6.00E+00   1.30  0.20  2100   200  05I 
 82 Pb 207  0.5   7.368  3.00E+01  8.00E+00   1.00  0.50    -1    -1  05I 
 82 Pb 208  0.    3.937  9.00E+01  1.50E+01   1.00  0.50    -1    -1  *05I 
 83 Bi 209  4.5   4.604  4.45E+00  4.00E-01   0.56  0.09    57    10  05I 
 88 Ra 226  0.    4.561  3.10E-02  6.00E-03   1.08  0.12    26     3  00I 
 90 Th 228  0.    5.253  5.00E-03  3.00E-03   0.00  0.00    36     2  97I 
 90 Th 229  2.5   6.794  6.20E-04  1.20E-04   1.15  0.15    43     4  97I 
 90 Th 230  0.    5.118  9.60E-03  1.50E-03   1.28  0.15    26     2  97I 
 90 Th 232  0.    4.786  1.65E-02  4.00E-04   0.84  0.07    24     2  04I 
 91 Pa 231  1.5   5.549  5.10E-04  3.00E-05   0.81  0.10    40     1  06M 
 91 Pa 232  2.    6.529  4.20E-04  8.00E-05   0.95  0.15    -1    -1  04I 
 91 Pa 233  1.5   5.220  7.80E-04  1.00E-04   0.75  0.08    47     5  04I 
 92 U  232  0.    5.762  4.60E-03  5.00E-04   1.00  0.20    -1    -1  04I 
 92 U  233  2.5   6.845  5.20E-04  2.00E-05   0.90  0.05    40     5  03M 
 92 U  234  0.    5.298  1.12E-02  8.00E-04   0.85  0.10    26     4  97I 
 92 U  235  3.5   6.546  4.50E-04  3.00E-05   0.98  0.07    38     3  05I 
 92 U  236  0.    5.126  1.40E-02  1.00E-03   1.06  0.08    23     2  04I 
 92 U  237  0.5   6.153  3.50E-03  8.00E-04   0.00  0.00    -1    -1  84M 
 92 U  238  0.    4.806  2.03E-02  6.00E-04   1.03  0.08    24     1  04I    23.6   .8  04I 
 93 Np 236  6.    6.580  6.00E-04  6.00E-05   1.20  0.20    -1    -1  00I 
 93 Np 237  2.5   5.488  5.70E-04  3.00E-05   0.97  0.07    41     1  97I    40.8  1.2  97I 
 93 Np 238  2.    6.217  4.10E-04  1.00E-04   0.00  0.00    -1    -1  99M 
 94 Pu 238  0.    5.646  8.30E-03  5.00E-04   1.08  0.15    34     3  04I 
 94 Pu 239  0.5   6.534  2.20E-03  9.00E-05   1.20  0.10    43     4  97I 
 94 Pu 240  0.    5.242  1.30E-02  5.00E-04   1.07  0.10    31     2  04I 
 94 Pu 241  2.5   6.310  9.30E-04  8.00E-05   1.18  0.09    41     5  04I    40.8  4.6  04I 
 94 Pu 242  0.    5.034  1.35E-02  1.50E-03   0.98  0.08    23     2  97I 
 94 Pu 244  0.    4.771  1.90E-02  3.00E-03   0.90  0.20    -1    -1  97I 
 95 Am 241  2.5   5.538  5.80E-04  4.00E-05   0.88  0.06    46     3  97I 
 95 Am 242  5.    6.364  2.70E-04  3.00E-05   1.32  0.15    -1    -1  04I 
 95 Am 243  2.5   5.367  7.30E-04  6.00E-05   0.98  0.06    39     3  97I 
 96 Cm 242  0.    5.693  1.40E-02  3.00E-03   0.80  0.15    38     6  00I 
 96 Cm 243  2.5   6.801  6.90E-04  5.00E-05   1.25  0.30    40     5  00I 
 96 Cm 244  0.    5.520  1.18E-02  1.20E-03   1.00  0.20    36     8  97I 
