 81Nb   81   41    1    0    1    1    0.000000   -0.630000
  1   0.000000  -1.0  0             0                            0
 82Nb   82   41    1    0    1    1   13.590001    1.410000
  1   0.000000   0.0  1   5.00E-02  0                        0+  1 =    100.0000 %EC+%B+
 83Nb   83   41    9   10    1    1   14.057001    2.060000
  1   0.000000   2.5  1   4.10E+00  0                    (5/2+)  1 =    100.0000 %EC+%B+
  2   0.130000   3.5  1             1                    (7/2+)  0
                                          1      0.130  0.000E+00  0.000E+00  1.101E-01
  3   0.230000   1.5 -1             1                    (3/2-)  0
                                          1      0.230  0.000E+00  0.000E+00  1.079E-02
  4   0.252000   4.5  1             2                    (9/2+)  0
                                          2      0.122  0.000E+00  0.000E+00  1.310E-01
                                          1      0.252  0.000E+00  0.000E+00  4.180E-02
  5   0.382000   2.5 -1             1                    (5/2-)  0
                                          3      0.152  0.000E+00  0.000E+00  7.199E-02
  6   0.644000   3.5 -1             2                    (7/2-)  0
                                          5      0.262  0.000E+00  0.000E+00  1.730E-02
                                          3      0.414  0.000E+00  0.000E+00  7.967E-03
  7   0.712000   5.5  1             1                   (11/2+)  0
                                          4      0.460  0.000E+00  0.000E+00  4.298E-03
  8   0.875000   6.5  1             1                   (13/2+)  0
                                          4      0.623  0.000E+00  0.000E+00  2.320E-03
  9   1.723000   8.5  1             1                   (17/2+)  0
                                          8      0.848  0.000E+00  0.000E+00  1.040E-03
 84Nb   84   41    1    0    1    1   10.990001    2.708000
  1   0.000000   3.0  1   1.20E+01  0                        3+  2 =    100.0000 %EC+%B+ ?      0.0000 %B+P   
 85Nb   85   41    1    0    1    1    0.000000    2.600000
  1   0.000000   4.5  1   2.09E+01  0                    (9/2+)  1 =    100.0000 %EC+%B+
 86Nb   86   41    1    0    1    1   10.740001    3.960000
  1   0.000000   6.0  1   8.80E+01  0                      (6+)  1 =    100.0000 %EC+%B+
 87Nb   87   41   64  112   17    1   12.430000    3.667000
  1   0.000000   0.5 -1   2.25E+02  0 u                  (1/2-)  1 =    100.0000 %EC+%B+
  2   0.003840   4.5  1   1.56E+02  0 u                  (9/2+)  1 ?      0.0000 %EC+%B+
  3   0.200200   1.5 -1             1 u                  (3/2-)  0
                                          1      0.200  9.665E-01  1.000E+00  3.471E-02
  4   0.266810   3.5  1             1 u                  (7/2+)  0
                                          2      0.263  9.832E-01  1.000E+00  1.713E-02
  5   0.334000   2.5 -1   2.80E-08  2 u                  (5/2-)  0
                                          4      0.067  6.699E-02  9.253E-02  3.813E-01
                                          1      0.334  8.932E-01  9.075E-01  1.596E-02
  6   0.400800   2.5  1             2 c          (9/2,7/2,5/2)+  0
                                          4      0.134  1.350E-01  1.487E-01  1.016E-01
                                          2      0.397  8.436E-01  8.513E-01  9.114E-03
  7   0.784480   6.5  1   1.80E-12  1 u                 (13/2+)  0
                                          2      0.781  9.987E-01  1.000E+00  1.320E-03
  8   0.839810   3.5 -1             4 u                  (7/2-)  0
                                          5      0.506  9.967E-01  1.000E+00  3.359E-03
                                          4      0.573  0.000E+00  0.000E+00  9.797E-04
                                          3      0.640  0.000E+00  0.000E+00  2.159E-03
                                          2      0.836  0.000E+00  0.000E+00  4.319E-04
  9   0.962870   6.5  1             1 u                 (13/2+)  0
                                          2      0.959  9.992E-01  1.000E+00  7.755E-04
