121Pr  121   59    1    0    1    1    0.000000   -0.837000
  1   0.000000   1.5 -1   1.40E+00  0                    (3/2-)  1 ?      0.0000 %P     
124Pr  124   59    1    0    1    1   10.900001    0.300000
  1   0.000000  -1.0  0   1.20E+00  0                            2 =    100.0000 %EC+%B+ ?      0.0000 %ECP   
125Pr  125   59    1    0    1    1   12.850000    0.480000
  1   0.000000  -1.0  0   3.30E+00  0                            2 =    100.0000 %EC+%B+ ?      0.0000 %B+P   
126Pr  126   59    1    0    1    1   10.419001    0.983000
  1   0.000000  -1.0  0   3.14E+00  0                      GE 4  2 =    100.0000 %EC+%B+ ?      0.0000 %ECP   
127Pr  127   59    1    0    1    1   12.240001    1.020000
  1   0.000000  -1.0  0   4.20E+00  0                            1 =    100.0000 %EC+%B+
128Pr  128   59    1    0    1    1    9.962001    1.653000
  1   0.000000  -1.0  0   2.84E+00  0                     4,5,6  1 =    100.0000 %EC+%B+
129Pr  129   59   11   10    1    1   11.740001    1.710000
  1   0.000000   5.5 -1   3.00E+01  0                   (11/2-)  1 >      0.0000 %EC+%B+
  2   0.238000   7.5 -1             1                   (15/2-)  0
                                          1      0.238  0.000E+00  0.000E+00  1.070E-01
  3   0.654000   9.5 -1             1                   (19/2-)  0
                                          2      0.416  0.000E+00  0.000E+00  1.897E-02
  4   1.215000  11.5 -1             1                   (23/2-)  0
                                          3      0.561  0.000E+00  0.000E+00  8.021E-03
  5   1.889000  13.5 -1             1                   (27/2-)  0
                                          4      0.674  0.000E+00  0.000E+00  5.057E-03
  6   2.644000  15.5 -1             1                   (31/2-)  0
                                          5      0.755  0.000E+00  0.000E+00  3.862E-03
  7   3.456000  17.5 -1             1                   (35/2-)  0
                                          6      0.812  0.000E+00  0.000E+00  3.266E-03
  8   4.330000  19.5 -1             1                   (39/2-)  0
                                          7      0.874  0.000E+00  0.000E+00  2.768E-03
  9   5.284000  21.5 -1             1                   (43/2-)  0
                                          8      0.954  0.000E+00  0.000E+00  2.285E-03
 10   6.340000  23.5 -1             1                   (47/2-)  0
                                          9      1.056  0.000E+00  0.000E+00  1.838E-03
 11   7.497000  25.5 -1             1                   (51/2-)  0
                                         10      1.157  0.000E+00  0.000E+00  1.519E-03
130Pr  130   59    1    0    1    1    9.450001    2.360000
