 91Pd   91   46    1    0    1    1    0.000000    1.100000
  1   0.000000  -1.0  0             0                            0
 92Pd   92   46    1    0    1    1   16.500000    3.700000
  1   0.000000   0.0  1   7.00E-01  0                        0+  1 =    100.0000 %EC+%B+
 93Pd   93   46    1    0    1    1   12.300000    3.600000
  1   0.000000  -1.0  0   7.90E-01  0               (7/2+,9/2+)  2 =    100.0000 %EC+%B+ ?      0.0000 %ECP   
 94Pd   94   46   17   19    1    2   14.722001    4.467000
  1   0.000000   0.0  1   9.00E+00  0                        0+  1 =    100.0000 %EC+%B+
  2   0.813800   2.0  1             1                        2+  0
                                          1      0.814  9.984E-01  1.000E+00  1.593E-03
  3   1.719110   4.0  1             1                      (4+)  0
                                          2      0.905  9.988E-01  1.000E+00  1.235E-03
  4   2.378130   6.0  1             1                      (6+)  0
                                          3      0.659  9.973E-01  1.000E+00  2.717E-03
  5   2.536600   5.0 -1             2                      (5-)  0
                                          4      0.158  0.000E+00  0.000E+00  4.128E-02
                                          3      0.818  0.000E+00  0.000E+00  6.239E-04
  6   2.697600   6.0  1             2                      (6+)  0
                                          4      0.320  8.815E-02  9.027E-02  2.401E-02
                                          3      0.978  9.088E-01  9.097E-01  1.032E-03
  7   2.702130   8.0  1             1                      (8+)  0
                                          4      0.324  9.775E-01  1.000E+00  2.300E-02
  8   3.049130   8.0  1             1                      (8+)  0
                                          7      0.347  9.819E-01  1.000E+00  1.840E-02
  9   3.064300   6.0  1             1                      (6+)  0
                                          4      0.686  9.976E-01  1.000E+00  2.446E-03
 10   3.794040  10.0  1             2                     (10+)  0
                                          8      0.745  0.000E+00  0.000E+00  1.982E-03
                                          7      1.092  9.992E-01  1.000E+00  8.077E-04
 11   4.661000  -1.0  0             1                            0
                                         10      0.867  0.000E+00  0.000E+00  0.000E+00
 12   4.787500  12.0  1             1                     (12+)  0
                                         10      0.994  9.990E-01  1.000E+00  9.969E-04
 13   4.883101  14.0  1   5.30E-07  1                     (14+)  0
                                         12      0.096  3.769E-01  1.000E+00  1.654E+00
 14   5.291300  15.0  1             1                     (15+)  0
                                         13      0.408  9.891E-01  1.000E+00  1.101E-02
 15   5.558900  16.0  1             1                     (16+)  0
                                         14      0.268  9.583E-01  1.000E+00  4.352E-02
 16   7.103500  18.0  1             1                     (18+)  0
                                         15      1.545  1.000E+00  1.000E+00  0.000E+00
 17   7.700201  20.0  1             1                     (20+)  0
                                         16      0.597  9.965E-01  1.000E+00  3.548E-03
 95Pd   95   46    2    0    1    1  118.700005    4.510000
  1   0.000000  -1.0  0             0                            0
  2   2.000000  10.5  1   1.33E+01  0                   (21/2+)  3 GE    91.3000 %EC+%B+ LE     9.7000 %IT     =      0.9000 %B+P   
 96Pd   96   46   10   10    1    5   14.290001    5.320000
  1   0.000000   0.0  1   1.22E+02  0                        0+  1 =    100.0000 %EC+%B+
