 34Ca   34   20    1    0    1    1    0.000000    0.900000
  1   0.000000   0.0  1   3.50E-08  0                        0+  1 ?      0.0000 %P     
 35Ca   35   20    1    0    1    1   16.800001    1.400000
  1   0.000000  -1.0  0   2.57E-02  0                            2 =    100.0000 %EC+%B+ =     95.7000 %ECP   
 36Ca   36   20    1    0    1    1   18.900002    2.560000
  1   0.000000   0.0  1   1.02E-01  0                        0+  2 =    100.0000 %EC+%B+ =     57.0000 %ECP   
 37Ca   37   20    2    0    1    1   14.790001    3.025000
  1   0.000000   1.5  1   1.81E-01  0                      3/2+  2 =    100.0000 %EC+%B+ =     82.1000 %ECP   
  2   1.613000  -1.0  0             0                            0
 38Ca   38   20   25    5    9    5   16.970001    4.549000
  1   0.000000   0.0  1   4.40E-01  0                        0+  1 =    100.0000 %EC+%B+
  2   2.206000   2.0  1             1                        2+  0
                                          1      2.206  1.000E+00  1.000E+00  1.638E-05
  3   3.057000   0.0  1             2                        0+  0
                                          2      0.851  9.999E-01  1.000E+00  1.385E-04
                                          1      3.057  0.000E+00  0.000E+00  0.000E+00
  4   3.685000   2.0  1             2                        2+  0
                                          2      1.479  4.792E-01  4.792E-01  3.804E-05
                                          1      3.685  5.208E-01  5.208E-01  7.201E-06
  5   3.695000   3.0 -1             0                        3-  0
  6   4.191000  -1.0  0             0                            0
  7   4.381000  -1.0  0             0                            0
  8   4.748000  -1.0  0             0                            0
  9   4.899000  -1.0  0             0                            0
 10   5.159000   2.0  1             0                        2+  0
 11   5.264000   2.0  1             0                        2+  0
 12   5.427000  -1.0  0             0                            0
 13   5.598000   3.0 -1             0                        3-  0
 14   5.698000  -1.0  0             0                            0
 15   5.810000  -1.0  0             0                            0
 16   6.136000  -1.0  0             0                            0
 17   6.280000   0.0  1             0                        0+  0
 18   6.598001  -1.0  0             0                            0
 19   6.702000  -1.0  0             0                            0
 20   6.768000  -1.0  0             0                            0
 21   6.801000  -1.0  0             0                            0
 22   7.208000  -1.0  0             0                            0
 23   7.470000  -1.0  0             0                            0
 24   7.800000  -1.0  0             0                            0
 25   8.595000  -1.0  0             0                            0
 39Ca   39   20   93   23   28    4   13.286000    5.762701
  1   0.000000   1.5  1   8.60E-01  0 u                    3/2+  1 =    100.0000 %EC+%B+
  2   2.468500   0.5  1   1.62E-13  1 u                    1/2+  0
                                          1      2.469  1.000E+00  1.000E+00  1.276E-05
  3   2.796800   3.5 -1   6.20E-11  1 u                    7/2-  0
                                          1      2.797  1.000E+00  1.000E+00  1.587E-05
  4   3.026000   1.5 -1   2.10E-14  1 u                    3/2-  0
                                          1      3.026  1.000E+00  1.000E+00  6.638E-06
  5   3.639600   4.5 -1   1.70E-11  2 u                  (9/2-)  0
                                          3      0.844  7.518E-01  7.519E-01  9.440E-05
                                          1      3.639  2.481E-01  2.481E-01  9.796E-06
  6   3.825000   0.5  1   1.50E-13  2 c           (1/2,3/2,5/2)  0
                                          4      0.799  0.000E+00  0.000E+00  6.310E-05
                                          1      3.825  1.000E+00  1.000E+00  6.629E-06
  7   3.869800   3.5 -1   3.50E-12  1 g              (1/2:7/2+)  0
                                          1      3.870  1.000E+00  1.000E+00  9.052E-06
  8   3.882000   2.5 -1   1.70E-12  2 c         (3/2-,5/2,7/2+)  0
                                          3      1.082  0.000E+00  0.000E+00  5.818E-05
                                          1      3.882  0.000E+00  0.000E+00  4.832E-06
  9   3.890500   5.5 -1   2.60E-11  2 u                 (11/2-)  0
                                          5      0.252  3.376E-01  3.380E-01  1.336E-03
                                          3      1.094  6.619E-01  6.620E-01  7.396E-05
 10   3.936000   1.5 -1   6.20E-14  1 u                    3/2-  0
                                          1      3.935  1.000E+00  1.000E+00  4.793E-06
 11   3.951400   1.5 -1   2.10E-11  2 c         (3/2-,5/2,7/2+)  0
                                          3      1.155  3.007E-01  3.007E-01  6.518E-05
                                          1      3.951  6.993E-01  6.993E-01  4.729E-06
 12   4.020700   0.5  1   4.20E-13  2 u                    1/2+  0
                                          4      0.991  2.366E-01  2.366E-01  4.068E-05
                                          2      1.551  7.633E-01  7.634E-01  3.005E-05
 13   4.100000   0.5  1             0 u                    1/2+  0
 14   4.323000   3.5 -1             0 c              (5/2,7/2)-  0
 15   4.431000   2.5  1             0 u                    5/2+  0
 16   4.489000   3.5 -1             0 u                    7/2-  0
 17   4.610000   2.5  1             0 n                          0
 18   4.710000   1.5  1             0 n                          0
 19   4.936000   2.5  1             0 u                  (5/2)+  0
 20   5.070000   1.5  1             0 c              (3/2,5/2)+  0
 21   5.130000   2.5  1             0 u                    5/2+  0
 22   5.151000   5.5 -1             1 u                 (11/2-)  0
                                          9      1.260  1.000E+00  1.000E+00  4.373E-05
 23   5.222000   2.5  1             0 u                    5/2+  0
 24   5.319000   3.5 -1             0 u                    7/2-  0
 25   5.364000   4.5  1             0 n                          0
 26   5.400000   3.5  1             0 n                          0
 27   5.402000   6.5 -1             1 u                 (13/2-)  0
                                          9      1.511  1.000E+00  1.000E+00  3.147E-05
 28   5.488000   2.5  1             0 u                    5/2+  0
 29   5.588000   2.5  1             0 u                  (5/2)+  0
 30   5.673000   2.5  1             0 u                  (5/2)+  0
 31   5.720000   3.5 -1             0 u                  (7/2-)  0
 32   5.781000   1.5 -1             0 u                    3/2-  0
 33   5.851000   1.5 -1             0 u                    3/2-  0
 34   6.007000  -1.0  0             0                 (1/2:7/2)  0
 35   6.094000   0.5  1             0 u                  (1/2+)  0
 36   6.157000   2.5  1             0 u                    5/2+  0
 37   6.286000   2.5  1             0 u                    5/2+  0
 38   6.405000   3.5 -1             0 u                  (7/2)-  0
 39   6.432000   7.5  1             1 u                 (15/2+)  0
                                         27      1.030  1.000E+00  1.000E+00  3.777E-05
 40   6.460001   2.5  1             0 u                    5/2+  0
 41   6.514000   2.5  1             0 u                  (5/2)+  0
 42   6.580000   3.5 -1             0 u                  (7/2)-  0
 43   6.629000  -1.0  0             0                            0
 44   6.722000   3.5 -1             0 u                  (7/2)-  0
 45   6.794000   2.5  1             0 u                    5/2+  0
 46   6.829000  -1.0  0             0                (3/2,5/2)+  0
 47   6.900000   7.5 -1             2 u                 (15/2-)  0
                                         22      1.749  4.220E-01  4.220E-01  2.723E-05
                                          9      3.008  5.780E-01  5.780E-01  9.814E-06
 48   6.906000   0.5  1             0 u                    1/2+  0
 49   6.954000  -1.0  0             0                (5/2,7/2)-  0
 50   7.025000   2.5 -1             0 u                  (5/2-)  0
 51   7.060000  -1.0  0             0                            0
 52   7.132000   2.5  1             0 u                    5/2+  0
 53   7.199000   2.5  1             0 u                    5/2+  0
 54   7.248000   2.5  1             0 u                    5/2+  0
 55   7.310000  -1.0  0             0               (5/2-,7/2-)  0
 56   7.380000   2.5  1             0 u                    5/2+  0
 57   7.427001   2.5  1             0 u                  (5/2)+  0
 58   7.480000  -1.0  0             0              (1/2:7/2)(-)  0
 59   7.532001  -1.0  0             0              (1/2:7/2)(-)  0
 60   7.581000  -1.0  0             0               (5/2-,7/2-)  0
 61   7.635000  -1.0  0             0               (5/2-,7/2-)  0
 62   7.706000   2.5  1             0 u                    5/2+  0
 63   7.750000   9.5 -1             1 u                 (19/2-)  0
                                         47      0.849  9.999E-01  1.000E+00  1.394E-04
 64   7.773000  -1.0  0             0                            0
 65   7.840000  -1.0  0             0                            0
 66   7.919000   2.5  1             0 u                    5/2+  0
 67   7.971000   2.5  1             0 u                    5/2+  0
 68   8.021000   2.5  1             0 u                  (5/2)+  0
 69   8.082001   2.5  1             0 u                  (5/2)+  0
 70   8.157001   2.5  1             0 u                    5/2+  0
 71   8.219001   2.5  1             0 u                    5/2+  0
 72   8.280001   2.5  1             0 u                  (5/2)+  0
 73   8.336000   2.5  1             0 u                    5/2+  0
 74   8.396001   2.5  1             0 u                  (5/2)+  0
 75   8.460000   2.5  1             0 u                  (5/2)+  0
 76   8.505000   2.5  1             0 u                    5/2+  0
 77   8.582001   2.5  1             0 u                  (5/2)+  0
 78   8.650001   2.5  1             0 u                  (5/2)+  0
 79   8.695001   2.5  1             0 u                    5/2+  0
 80   8.748000   2.5  1             0 u                  (5/2)+  0
 81   8.806001   2.5  1             0 u                  (5/2)+  0
