212Pa  212   91    1    0    1    1    0.000000   -0.420000
  1   0.000000  -1.0  0   5.10E-03  0                            1 AP   100.0000 %A     
213Pa  213   91    1    0    1    1   10.020000   -0.280000
  1   0.000000  -1.0  0   5.30E-03  0                            1 =    100.0000 %A     
214Pa  214   91    1    0    1    1    0.000000    0.000000
  1   0.000000  -1.0  0   1.70E-02  0                            1 LE   100.0000 %A     
215Pa  215   91    1    0    1    1    0.000000    0.170000
  1   0.000000  -1.0  0   1.40E-02  0                            1 =    100.0000 %A     
216Pa  216   91    1    0    1    1    8.140000    0.420000
  1   0.000000  -1.0  0   1.50E-01  0                            2 SY     2.0000 %EC     SY    98.0000 %A     
217Pa  217   91    2    0    1    1    0.884000    0.547000
  1   0.000000  -1.0  0   3.60E-03  0                            1 =    100.0000 %A     
  2   1.850000  -1.0  0   1.20E-03  0                            2 =     73.0000 %A      =     27.0000 %IT    
218Pa  218   91    1    0    1    1    6.470000    0.840000
  1   0.000000  -1.0  0   1.13E-04  0                            1 =    100.0000 %A     
219Pa  219   91    1    0    1    1    8.190001    1.130000
  1   0.000000   4.5 -1   5.30E-08  0                      9/2-  1 =    100.0000 %A     
220Pa  220   91    1    0    1    1    6.210001    1.370000
  1   0.000000  -1.0  0   7.80E-07  0                            2 =      0.0000 %EC+%B+ =    100.0000 %A     
221Pa  221   91    1    0    1    1    8.070001    1.580000
  1   0.000000   4.5 -1   5.90E-06  0                      9/2-  1 =    100.0000 %A     
222Pa  222   91    1    0    1    1    6.390000    2.170000
  1   0.000000  -1.0  0   2.90E-03  0                            1 =    100.0000 %A     
223Pa  223   91    2    0    1    1    7.850000    2.160000
  1   0.000000  -1.0  0   5.10E-03  0                            1 =    100.0000 %A     
  2   0.027000  -1.0  0             0                            0
224Pa  224   91    1    0    1    1    6.530000    2.800000
  1   0.000000  -1.0  0   7.90E-01  0                            1 =    100.0000 %A     
225Pa  225   91    1    0    1    1    7.550000    2.960000
  1   0.000000  -1.0  0   1.70E+00  0                            1 =    100.0000 %A     
226Pa  226   91    1    0    1    1    6.378000    3.571000
  1   0.000000  -1.0  0   1.08E+02  0                            2 =     26.0000 %EC+%B+ =     74.0000 %A     
227Pa  227   91    1    0    1    1    7.270000    3.654000
  1   0.000000   2.5 -1   2.30E+03  0                    (5/2-)  2 =     15.0000 %EC     =     85.0000 %A     
228Pa  228   91    1    0    1    1    5.981000    4.180000
  1   0.000000   3.0  1   7.92E+04  0                        3+  2 =     98.0000 %EC+%B+ =      2.0000 %A     
229Pa  229   91   10    8    1    1    7.047000    4.161000
  1   0.000000   2.5  1   1.30E+05  0                    (5/2+)  2 =     99.5000 %EC     =      0.4800 %A     
  2   0.000160   2.5 -1   4.20E-07  1                    (5/2-)  0
                                          1      0.000  0.000E+00  0.000E+00  0.000E+00
  3   0.073000  -1.0  0             0                            0
  4   0.122670   1.5 -1             1                    (3/2-)  0
                                          2      0.123  0.000E+00  0.000E+00  1.214E+01
  5   0.140000   0.5 -1             0                    (1/2-)  0
  6   0.187000   3.5 -1             0                    (7/2-)  0
  7   0.211090  -1.0  0             2          (1/2+,3/2+,5/2+)  0
                                          4      0.088  0.000E+00  0.000E+00  0.000E+00
                                          1      0.211  0.000E+00  0.000E+00  0.000E+00
  8   0.217000   2.5 -1             0                    (5/2-)  0
  9   0.241910  -1.0  0             2          (1/2+,3/2+,5/2+)  0
                                          4      0.119  0.000E+00  0.000E+00  0.000E+00
                                          1      0.242  0.000E+00  0.000E+00  0.000E+00
 10   0.458870  -1.0  0             2             (1/2,3/2,5/2)  0
                                          9      0.217  0.000E+00  0.000E+00  0.000E+00
                                          7      0.248  0.000E+00  0.000E+00  0.000E+00
230Pa  230   91    2    0    1    1    5.785000    4.707000
  1   0.000000   2.0 -1   1.50E+06  0                      (2-)  3 =     91.6000 %EC+%B+ =      0.0032 %A      =      8.4000 %B-    
  2  17.763000   0.0  1             0                        0+  1 =     56.0000 %P     
231Pa  231   91   87  127   47    7    6.817000    4.725201
  1   0.000000   1.5 -1   1.03E+12  0 u                    3/2-  2 =    100.0000 %A      LE     0.0000 %SF    
  2   0.009206   0.5 -1             1 u                    1/2-  0
                                          1      0.009  1.063E-03  1.000E+00  9.401E+02
  3   0.058570   3.5 -1   2.74E-10  1 u                    7/2-  0
                                          1      0.059  6.250E-03  1.000E+00  1.590E+02
  4   0.077685   2.5 -1             3 u                    5/2-  0
                                          3      0.019  0.000E+00  0.000E+00  1.089E+02
                                          2      0.069  1.200E-02  9.110E-01  7.490E+01
                                          1      0.078  8.642E-03  8.898E-02  9.297E+00
  5   0.084215   2.5  1   4.51E-08  2 u                    5/2+  0
                                          3      0.026  1.410E-01  7.696E-01  4.460E+00
                                          1      0.084  6.583E-02  2.304E-01  2.500E+00
  6   0.101409   3.5  1   7.00E-10  2 u                    7/2+  0
                                          5      0.017  0.000E+00  0.000E+00  1.930E+02
                                          3      0.043  4.651E-01  1.000E+00  1.150E+00
  7   0.102269   1.5  1   7.00E-10  3 u                    3/2+  0
                                          5      0.018  1.211E-03  9.700E-01  8.000E+02
                                          2      0.093  2.591E-03  2.978E-03  1.490E-01
                                          1      0.102  2.422E-02  2.703E-02  1.160E-01
  8   0.111653   4.5  1             1 u                  (9/2+)  0
                                          6      0.010  0.000E+00  0.000E+00  6.808E+02
  9   0.134000   5.5  1             0 u                 (11/2+)  0
 10   0.168600   5.5 -1             2 u                   11/2-  0
                                          8      0.057  0.000E+00  0.000E+00  5.380E-01
