29016  290  116    1    0    1    1    8.330000    1.820000
  1   0.000000   0.0  1   1.50E-02  0                        0+  1 AP   100.0000 %A     
29116  291  116    1    0    1    1    6.750000    1.820000
  1   0.000000  -1.0  0             0                            0
29216  292  116    1    0    1    1    8.280001    2.260000
  1   0.000000   0.0  1   1.80E-02  0                        0+  1 AP   100.0000 %A     
29316  293  116    1    0    1    1    0.000000    0.000000
  1   0.000000  -1.0  0   5.30E-02  0                            1 AP   100.0000 %A     
