27813  278  113    1    0    1    1    0.000000    0.000000
  1   0.000000  -1.0  0             0                            1 AP   100.0000 %A     
28313  283  113    1    0    1    1    0.000000    1.060000
  1   0.000000  -1.0  0             0                            0
28413  284  113    1    0    1    1    6.550000    1.430000
  1   0.000000  -1.0  0   4.80E-01  0                            1 AP   100.0000 %A     
