 38Sc   38   21    2    0    1    1   15.800001   -0.900000
  1   0.000000   2.0 -1   3.00E-07  0                      (2-)  1 ?      0.0000 %P     
  2   0.700000   5.0 -1             0                      (5-)  1 ?      0.0000 %P     
 39Sc   39   21    3    0    1    1   17.300001   -0.602000
  1   0.000000   3.5 -1   3.00E-07  0                    (7/2-)  1 =    100.0000 %P     
  2   0.950000   1.5 -1             0                    (3/2-)  0
  3   8.960000   1.5  1             0                    (3/2+)  0
 40Sc   40   21   42    0    9    1   14.427001    0.538000
  1   0.000000   4.0 -1   1.82E-01  0                        4-  3 =    100.0000 %EC+%B+ =      0.4400 %ECP    =      0.0170 %ECA   
  2   0.034300   3.0 -1             0                      (3-)  0
  3   0.772100   2.0 -1             0                      (2-)  0
  4   0.893500   5.0 -1             0                      (5-)  0
  5   1.670700  -1.0  0             0                   (1-&2-)  0
  6   1.703200  -1.0  0             0                            0
  7   1.797000   3.0 -1             0                      (3-)  0
  8   1.871000  -1.0  0             0                            0
  9   1.933000  -1.0  0             0                            0
 10   2.285000   1.0  1             0                        1+  0
 11   2.370000   4.0 -1             0                      (4-)  0
 12   2.754000   1.0  1             0                        1+  0
 13   2.940000   1.0  1             0                        1+  0
 14   3.030000   3.0 -1             0                      (3-)  0
 15   3.144000   1.0  1             0                        1+  0
 16   3.230000   1.0  1             0                        1+  0
 17   3.337000   1.0  1             0                        1+  0
 18   3.418000   1.0  1             0                        1+  0
 19   3.494000  -1.0  0             0                            0
 20   3.656000   1.0  1             0                        1+  0
 21   3.790000   1.0  1             0                        1+  0
 22   3.864000  -1.0  0             0                            0
 23   3.900000  -1.0  0             0                   (1-,2-)  0
 24   4.070000   1.0  1             0                        1+  0
 25   4.132000   1.0  1             0                        1+  0
 26   4.271000   1.0  1             0                        1+  0
 27   4.368000   0.0  1             0                        0+  0
 28   4.526000   1.0  1             0                        1+  0
 29   4.658000   1.0  1             0                        1+  0
 30   4.830000   1.0  1             0                        1+  0
 31   4.904000  -1.0  0             0                            0
 32   5.018000   1.0  1             0                        1+  0
 33   5.086000   1.0  1             0                        1+  0
 34   5.228000  -1.0  0             0                            0
 35   5.362000   1.0  1             0                        1+  0
 36   5.574000   1.0  1             0                        1+  0
 37   5.702000   1.0  1             0                        1+  0
 38   6.012000   1.0  1             0                        1+  0
 39   6.127000   1.0  1             0                        1+  0
 40   6.426000   1.0  1             0                        1+  0
 41   7.500000   6.0 -1             0                      (6-)  0
 42   9.000000  -1.0  0             0                (0-,1-,2-)  0
 41Sc   41   21  201  104   36    8   16.187000    1.085070
  1   0.000000   3.5 -1   5.96E-01  0 u                    7/2-  1 =    100.0000 %EC+%B+
  2   1.716450   1.5 -1             1 u                    3/2-  2 >     98.0000 %P      <      2.0000 %IT    
                                          1      1.716  2.000E-02  2.000E-02  3.261E-05
  3   2.095900   1.5  1             0 u                    3/2+  2 >     99.0000 %P      <      1.0000 %IT    
  4   2.414800   1.5 -1             3 u                    3/2-  2 >     50.0000 %P      <     50.0000 %IT    
                                          3      0.319  0.000E+00  0.000E+00  7.391E-04
                                          2      0.698  4.999E-01  5.000E-01  1.621E-04
                                          1      2.415  0.000E+00  0.000E+00  1.619E-05
  5   2.588100   2.5 -1             3 u                    5/2-  2 >     90.0000 %P      <     10.0000 %IT    
                                          3      0.492  0.000E+00  0.000E+00  2.269E-04
                                          2      0.872  2.439E-03  2.439E-03  1.034E-04
                                          1      2.588  9.756E-02  9.756E-02  1.368E-05
  6   2.666640   2.5  1             3 u                    5/2+  2 >     98.0000 %P      <      2.0000 %IT    
                                          3      0.571  0.000E+00  0.000E+00  2.479E-04
                                          2      0.950  8.429E-04  8.429E-04  5.088E-05
                                          1      2.667  1.916E-02  1.916E-02  8.906E-06
  7   2.719170   0.5  1             3 u                    1/2+  0
                                          3      0.623  0.000E+00  0.000E+00  2.056E-04
                                          2      1.003  1.000E+00  1.000E+00  4.578E-05
                                          1      2.719  0.000E+00  0.000E+00  1.901E-05
  8   2.882470   3.5  1             2 u                    7/2+  2 =     59.0000 %P      =     41.0000 %IT    
                                          3      0.786  3.277E-04  3.278E-04  1.966E-04
                                          1      2.882  4.097E-01  4.097E-01  8.015E-06
  9   2.972100   3.5 -1             2 u                  7/2(-)  0
                                          3      0.876  0.000E+00  0.000E+00  2.390E-04
                                          1      2.972  1.000E+00  1.000E+00  1.107E-05
 10   3.013000   2.5 -1             2 c         (3/2-,5/2,7/2+)  2 >     99.0000 %P      <      1.0000 %IT    
                                          3      0.917  8.695E-03  8.696E-03  5.463E-05
                                          1      3.013  1.304E-03  1.304E-03  1.084E-05
 11   3.185100   4.5  1             5 c             (9/2+,5/2-)  2 >     92.0000 %P      <      8.0000 %IT    
                                          7      0.466  0.000E+00  0.000E+00  9.446E-03
                                          5      0.597  0.000E+00  0.000E+00  6.439E-04
                                          4      0.770  0.000E+00  0.000E+00  4.866E-04
                                          3      1.089  0.000E+00  0.000E+00  2.754E-04
                                          1      3.185  8.000E-02  8.000E-02  7.031E-06
 12   3.358100   3.5  1             0 c          (7/2,9/2,11/2)  0
 13   3.411500   0.5  1   2.53E-19  7 u                    1/2+  0
                                          8      0.529  0.000E+00  0.000E+00  2.543E-03
                                          7      0.692  0.000E+00  0.000E+00  1.651E-04
                                          6      0.745  0.000E+00  0.000E+00  2.283E-04
                                          5      0.823  0.000E+00  0.000E+00  2.790E-04
                                          4      0.997  0.000E+00  0.000E+00  4.631E-05
                                          2      1.695  1.000E+00  1.000E+00  1.843E-05
                                          1      3.411  0.000E+00  0.000E+00  1.262E-05
 14   3.465000   0.5 -1   9.13E-21  0 u                    1/2-  0
