#Constant Temperature fit results; RIPL III discrete level library; March 2020 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  84 194 Po   0.44393   0.02375   0.00000   1.00000  17   1   1   2  0.00000  0.31980                  0             0.000
  84 195 Po   0.46126   0.02409   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  84 196 Po   0.48147   0.02481   0.48692   0.04985  24   8   7   7  1.52510  1.39010  8.601E-02   F   0             0.000
  84 197 Po   0.50471   0.02632   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  84 198 Po   0.53110   0.02903   0.68198   0.06175  45  10   7   9  1.87496  1.85363  2.998E-02       0             3.431
  84 199 Po   0.56070   0.03324   0.53547   0.06683  27   8   7   1  1.72802  0.00000  5.011E-02   F   0             0.000
  84 200 Po   0.59347   0.03902   0.42368   0.09061  44  14   7   5  1.88320  1.39230  1.346E-01   F   0             3.120
  84 201 Po   0.62916   0.04614   0.76615   0.10461  23  13   7   2  2.35540  0.00630  4.915E-02       0             7.408
  84 202 Po   0.66728   0.05407   0.23205   0.12305  42  13   7   3  1.86620  1.24860  1.072E-01   F   0             3.263
  84 203 Po   0.70688   0.06198  -0.69541   0.15182  55  19   7   2  1.37975  0.06253  6.538E-02   F   0             3.264
  84 204 Po   0.74649   0.06868   0.09304   0.17247  75  20   7   3  2.32365  1.20066  7.014E-02   F   0             4.199
  84 205 Po   0.78430   0.07310  -0.91594   0.16562  55  13   7   3  1.03038  0.15420  1.459E-01   F   0             2.758
  84 206 Po   0.81877   0.07521  -0.12322   0.15596  99   9   7   6  1.58590  1.54630  8.994E-02   F   0             0.000
  84 207 Po   0.84835   0.07593  -0.85586   0.19687  64  24   7  12  1.78177  1.27412  4.912E-02       0             3.767
  84 208 Po   0.87149   0.07708  -0.20112   0.20322  96  25   7  10  2.57462  1.58321  1.711E-02 *     0             4.345
  84 209 Po   0.88680   0.08075  -0.42677   0.21536  52  24   8   4  2.36300  1.17534  8.995E-03 *     0             3.886
  84 210 Po   0.89325   0.08796   0.24311   0.24729  99  31   7  15  3.21898  2.60858  1.554E-02 *     0             4.289
  84 211 Po   0.89028   0.09773  -1.25816   0.34691  88  59  18   5  2.36400  1.12180  9.348E-03 *     0             4.544
  84 212 Po   0.87794   0.10774  -0.53114   0.26940  31  19   7   3  1.83390  1.13253  4.080E-02 *     0             3.744
  84 213 Po   0.85683   0.11558   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  84 214 Po   0.82809   0.11950  -0.34683   0.41718  81  81   7   2  3.26240  0.60932  7.895E-03 *     0             1.569
  84 215 Po   0.00000   0.00000   0.00000   0.00000  26   1   1   2  0.00000  0.27123                  0             0.000
  84 216 Po   0.00000   0.00000   0.00000   0.00000  11   1   1   2  0.00000  0.54976                  0             0.000
  84 217 Po   0.71132   0.10384   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  84 218 Po   0.66776   0.09201   0.00000   1.00000  12   1   1   2  0.00000  0.50970                  0             0.000
  84 219 Po   0.62505   0.07976   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 220 Po   0.58462   0.06854   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 221 Po   0.54731   0.05916   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 222 Po   0.51355   0.05191   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 223 Po   0.48346   0.04668   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 224 Po   0.45700   0.04310   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 225 Po   0.43403   0.04072   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 226 Po   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 227 Po   0.39789   0.03782   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 191 At   0.40804   0.02257   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 192 At   0.41742   0.02316   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 193 At   0.42936   0.02351   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  85 194 At   0.44393   0.02375   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 195 At   0.46126   0.02409   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  85 196 At   0.48147   0.02481   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 197 At   0.50471   0.02632   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  85 198 At   0.53110   0.02903   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 199 At   0.56070   0.03324   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  85 200 At   0.59347   0.03902   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  85 201 At   0.62916   0.04614   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  85 202 At   0.66728   0.05407   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  85 203 At   0.70688   0.06198   0.00000   1.00000  15   1   1   9  0.00000  1.69561                  0             0.000
  85 204 At   0.74649   0.06868   0.00000   1.00000   7   1   1   2  0.00000  0.58730                  0             0.000
  85 205 At   0.78430   0.07310  -0.23062   0.19780  33  16  14   1  1.93598  0.00000  1.908E-02       0             5.438
  85 206 At   0.81877   0.07521   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  85 207 At   0.84835   0.07593  -1.21364   0.21602  35  21  14   3  1.35117  0.64336  4.964E-02       0             3.770
  85 208 At   0.87149   0.07708  -1.72554   0.18694  59  22   7   1  0.90447  0.00000  2.059E-01   F   0             3.835
  85 209 At   0.88680   0.08075  -1.16531   0.22980  63  21  14   5  1.51690  0.74581  4.295E-02       0             4.217
  85 210 At   0.89325   0.08796  -1.37144   0.25752 124  25  14   1  1.52552  0.00000  7.961E-03 *     0             4.155
  85 211 At   0.89028   0.09773  -0.56284   0.30268 116  51   7   1  2.92010  0.00000  7.950E-03 *     0             5.933
  85 212 At   0.87794   0.10774  -1.65502   0.33358  68  33  15   1  1.54860  0.00000  1.990E-02 *     0             5.134
  85 213 At   0.85683   0.11558   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  85 214 At   0.82809   0.11950  -1.62550   0.29641  25  22   7   1  0.88200  0.00000  2.543E-01   F   0             3.921
  85 215 At   0.00000   0.00000   0.00000   0.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  85 216 At   0.00000   0.00000   0.00000   0.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  85 217 At   0.71132   0.10384   0.00000   1.00000  16   1   1   4  0.00000  0.27175                  0             0.000
  85 218 At   0.66776   0.09201   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 219 At   0.62505   0.07976   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  85 220 At   0.58462   0.06854   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 221 At   0.54731   0.05916   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 222 At   0.51355   0.05191   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 223 At   0.48346   0.04668   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 224 At   0.45700   0.04310   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 225 At   0.43403   0.04072   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 226 At   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 227 At   0.39789   0.03782   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 228 At   0.38441   0.03667   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 229 At   0.37384   0.03546   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 193 Rn   0.42936   0.02351   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 194 Rn   0.44393   0.02375   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 195 Rn   0.46126   0.02409   0.00000   1.00000   2   1   1   2  0.00000  0.05900                  0             0.000
  86 196 Rn   0.48147   0.02481   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 197 Rn   0.50471   0.02632   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  86 198 Rn   0.53110   0.02903   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  86 199 Rn   0.56070   0.03324   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  86 200 Rn   0.59347   0.03902   0.00000   1.00000  11   1   1   2  0.00000  0.43260                  0             0.000
  86 201 Rn   0.62916   0.04614   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  86 202 Rn   0.66728   0.05407   0.00000   1.00000  15   1   1   2  0.00000  0.50400                  0             0.000
  86 203 Rn   0.70688   0.06198   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  86 204 Rn   0.74649   0.06868   0.40645   0.17746  53  22   7   3  2.68810  1.13150  4.047E-02       0             5.816
  86 205 Rn   0.78430   0.07310   0.69991   0.16262  26  12   7   1  2.64060  0.00000  3.056E-02       0             7.047
  86 206 Rn   0.81877   0.07521   0.00000   1.00000  19   1   1   3  0.00000  1.13430                  0             0.000
  86 207 Rn   0.84835   0.07593  -0.93438   0.15206  23   8   7   2  0.89910  0.12003  1.138E-01   F   0             0.000
  86 208 Rn   0.87149   0.07708  -0.07399   0.20275  43  24   7   4  2.62120  1.41430  5.089E-02   F   0             5.189
  86 209 Rn   0.88680   0.08075  -1.22152   0.17434  48  11   7   4  0.86770  0.32831  5.340E-02   F   0             2.069
  86 210 Rn   0.89325   0.08796   0.41387   0.18187  69   9   7   2  2.42228  0.64390  5.169E-02   F   0             0.000
  86 211 Rn   0.89028   0.09773  -0.00765   0.21666  33  12   7   2  2.17900  0.53990  5.512E-02   F   0             4.774
  86 212 Rn   0.87794   0.10774   0.67286   0.25954  34  17   7   3  3.51030  1.50150  3.526E-02 *     0             6.445
  86 213 Rn   0.85683   0.11558  -0.26998   0.28050  57  17   7   1  2.07280  0.00000  2.835E-02 *     0             6.660
  86 214 Rn   0.82809   0.11950   0.17903   0.30024  49  20   7   3  2.67620  1.14120  8.812E-03 *     0             6.180
  86 215 Rn   0.00000   0.00000   0.00000   0.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  86 216 Rn   0.00000   0.00000   0.00000   0.00000  21   1   1   5  0.00000  1.64500                  0             0.000
  86 217 Rn   0.71132   0.10384   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  86 218 Rn   0.66776   0.09201  -0.14942   0.18962  24   9   7   2  1.39290  0.32432  1.672E-01   F   0             0.000
  86 219 Rn   0.62505   0.07976  -1.21234   0.23330  31  31  11   1  0.87300  0.00000  2.483E-02 *     0             2.969
  86 220 Rn   0.58462   0.06854  -0.14524   0.14112  22   9   7   4  1.24430  0.64544  2.020E-01   F   0             0.000
  86 221 Rn   0.54731   0.05916   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  86 222 Rn   0.51355   0.05191  -0.08751   0.10689  20   9   7   5  1.12810  0.63547  2.285E-01   F   0             0.000
  86 223 Rn   0.48346   0.04668   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 224 Rn   0.45700   0.04310   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 225 Rn   0.43403   0.04072   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 226 Rn   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 227 Rn   0.39789   0.03782   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 228 Rn   0.38441   0.03667   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 229 Rn   0.37384   0.03546   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 230 Rn   0.36615   0.03407   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 231 Rn   0.36124   0.03246   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 197 Fr   0.50471   0.02632   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 198 Fr   0.53110   0.02903   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  87 199 Fr   0.56070   0.03324   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 200 Fr   0.59347   0.03902   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 201 Fr   0.62916   0.04614   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  87 202 Fr   0.66728   0.05407   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  87 203 Fr   0.70688   0.06198   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 204 Fr   0.74649   0.06868   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  87 205 Fr   0.78430   0.07310   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 206 Fr   0.81877   0.07521   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  87 207 Fr   0.84835   0.07593   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  87 208 Fr   0.87149   0.07708   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  87 209 Fr   0.88680   0.08075   0.24186   0.22990  49  21  14  16  2.93780  2.69670  2.502E-02       0             8.664
  87 210 Fr   0.89325   0.08796  -1.64214   0.21223  45  19   7   1  0.98600  0.00000  1.814E-01   F   0             5.266
  87 211 Fr   0.89028   0.09773   0.43582   0.26386  31  16  14   1  3.24400  0.00000  2.457E-01   F   0             7.146
